OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
29-1127,Speech-Language Pathologists,detailed,172100,1.1,44.53,92630,0.4,27.84,34.2,42.93,51.79,62.47,57910,71140,89290,107710,129930
29-1128,Exercise Physiologists,detailed,8060,5.6,27.43,57050,1.7,17.05,22.06,26.38,30.82,37.35,35460,45870,54860,64110,77680
29-1129,"Therapists, All Other",detailed,16490,3.5,36.38,75660,2.0,19.61,24.41,30.6,42.81,59.87,40790,50760,63650,89050,124530
29-1130,Veterinarians,broad,78220,0.9,65.53,136300,2.8,34.79,45.61,57.26,74.63,96.85,72360,94860,119100,155230,201440
29-1131,Veterinarians,detailed,78220,0.9,65.53,136300,2.8,34.79,45.61,57.26,74.63,96.85,72360,94860,119100,155230,201440
29-1140,Registered Nurses,broad,3175390,0.5,45.42,94480,0.2,30.64,36.53,41.38,50.32,63.79,63720,75990,86070,104670,132680
29-1141,Registered Nurses,detailed,3175390,0.5,45.42,94480,0.2,30.64,36.53,41.38,50.32,63.79,63720,75990,86070,104670,132680
29-1150,Nurse Anesthetists,broad,47810,3.8,102.98,214200,0.9,67.3,86.94,102.24,#,#,139980,180840,212650,#,#
29-1151,Nurse Anesthetists,detailed,47810,3.8,102.98,214200,0.9,67.3,86.94,102.24,#,#,139980,180840,212650,#,#
29-1160,Nurse Midwives,broad,6960,6.5,63.26,131570,1.6,41.98,52.89,62.33,70.56,85.35,87320,110000,129650,146770,177530
29-1161,Nurse Midwives,detailed,6960,6.5,63.26,131570,1.6,41.98,52.89,62.33,70.56,85.35,87320,110000,129650,146770,177530
29-1170,Nurse Practitioners,broad,280140,1.3,61.78,128490,0.6,45.45,51.42,60.7,67.6,80.79,94530,106960,126260,140610,168030
29-1171,Nurse Practitioners,detailed,280140,1.3,61.78,128490,0.6,45.45,51.42,60.7,67.6,80.79,94530,106960,126260,140610,168030
29-1180,Audiologists,broad,13880,4.4,44.53,92620,1.7,26.97,35.79,42.19,50.71,60,56090,74440,87740,105480,124800
29-1181,Audiologists,detailed,13880,4.4,44.53,92620,1.7,26.97,35.79,42.19,50.71,60,56090,74440,87740,105480,124800
29-1210,Physicians,broad,716950,0.8,126.85,263840,0.9,33.27,62.87,#,#,#,69200,130770,#,#,#
29-1211,Anesthesiologists,detailed,33470,5.4,163.21,339470,2.7,40.84,92.3,#,#,#,84940,191980,#,#,#
29-1212,Cardiologists,detailed,15190,7.3,203.49,423250,2.5,49.29,112.98,#,#,#,102530,235000,#,#,#
29-1213,Dermatologists,detailed,12040,7.8,164.84,342860,5.7,49.52,86.9,#,#,#,103000,180750,#,#,#
29-1214,Emergency Medicine Physicians,detailed,35100,12.3,147.42,306640,2.5,61.23,107.95,#,#,#,127350,224540,#,#,#
29-1215,Family Medicine Physicians,detailed,112010,2.3,115.77,240790,1.6,33.12,73.47,108,#,#,68890,152810,224640,#,#
29-1216,General Internal Medicine Physicians,detailed,67210,3.5,118.01,245450,3.6,33.71,52.1,107.36,#,#,70120,108380,223310,#,#
29-1217,Neurologists,detailed,9350,8.6,130.51,271470,3.7,39.9,62.88,#,#,#,82990,130790,#,#,#
29-1218,Obstetricians and Gynecologists,detailed,19820,6.4,133.97,278660,1.7,43.2,89.56,#,#,#,89850,186290,#,#,#
29-1221,"Pediatricians, General",detailed,34870,5.3,98.97,205860,2.0,40.93,67.81,95.53,#,#,85120,141050,198690,#,#
29-1222,"Physicians, Pathologists",detailed,11020,9.7,130.08,270560,3.1,35.68,87.06,#,#,#,74220,181090,#,#,#
29-1223,Psychiatrists,detailed,24830,3.9,123.53,256930,3.9,35.23,59.65,#,#,#,73280,124070,#,#,#
29-1224,Radiologists,detailed,31960,5.2,170.17,353960,4.1,38.34,99.25,#,#,#,79760,206430,#,#,#
29-1229,"Physicians, All Other",detailed,310080,1.2,119.54,248640,1.4,31.86,40.92,113.46,#,#,66260,85110,236000,#,#
29-1240,Surgeons,broad,53900,3.2,167.74,348890,1.7,40.14,81.49,#,#,#,83490,169500,#,#,#
29-1241,"Ophthalmologists, Except Pediatric",detailed,11530,7.5,150.06,312120,3.7,55.54,96.15,#,#,#,115520,200000,#,#,#
29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,14820,6.1,181.85,378250,5.6,62.19,102.29,#,#,#,129360,212760,#,#,#
29-1243,Pediatric Surgeons,detailed,1180,30.6,216.02,449320,7.9,83.08,#,#,#,#,172810,#,#,#,#
29-1249,"Surgeons, All Other",detailed,26370,4.9,165.38,343990,2.8,37.5,57.69,#,#,#,78000,120000,#,#,#
29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,252100,1.6,45.13,93870,0.8,30.73,37.39,42.91,49.61,61.24,63920,77780,89260,103180,127370
29-1291,Acupuncturists,detailed,9370,10.6,40.51,84260,2.6,20,25,37.6,47.95,67.63,41600,52000,78220,99740,140660
29-1292,Dental Hygienists,detailed,211630,1.3,43.21,89890,0.7,31.3,37.51,42.08,48.38,56.92,65110,78010,87530,100630,118400
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,31100,7.8,59.54,123840,1.2,30,37.82,51.92,74.24,93.59,62400,78670,107990,154420,194670
29-2000,Health Technologists and Technicians,minor,3010670,0.3,27.38,56950,0.2,17.01,19.2,24.64,31.98,40.15,35380,39940,51250,66510,83520
29-2010,Clinical Laboratory Technologists and Technicians,broad,334380,0.6,30.22,62870,0.3,17.68,21.67,29.22,37.56,45.14,36770,45080,60780,78120,93900
29-2010,Clinical Laboratory Technologists and Technicians,detailed,334380,0.6,30.22,62870,0.3,17.68,21.67,29.22,37.56,45.14,36770,45080,60780,78120,93900
29-2030,Diagnostic Related Technologists and Technicians,broad,421410,0.5,38.32,79710,0.3,23.59,30.11,37.66,45.44,52.07,49060,62620,78330,94520,108300
29-2031,Cardiovascular Technologists and Technicians,detailed,55660,1.1,33.79,70270,0.9,17.61,21.23,31.81,41.31,50.55,36620,44160,66170,85930,105140
29-2032,Diagnostic Medical Sonographers,detailed,82780,1.0,42.8,89020,0.3,30.61,36.36,40.61,48.35,55.91,63680,75640,84470,100580,116300
29-2033,Nuclear Medicine Technologists,detailed,16560,2.6,45.71,95080,0.5,33.32,38.49,44.47,50.26,59.57,69300,80050,92500,104540,123910
29-2034,Radiologic Technologists and Technicians,detailed,221170,1.0,36.18,75250,0.3,24.05,29.18,35.29,40.71,49.22,50020,60690,73410,84670,102380
29-2035,Magnetic Resonance Imaging Technologists,detailed,41340,2.3,41.64,86600,0.8,29.55,36.23,40.26,47.76,54.05,61470,75360,83740,99340,112420
29-2036,Medical Dosimetrists,detailed,3900,7.0,63.39,131850,3.0,41.58,54.75,63.88,73.73,81.89,86480,113880,132880,153360,170330
29-2040,Emergency Medical Technicians and Paramedics,broad,265810,0.6,23.28,48430,0.3,15.02,17.64,21.53,26.92,33.99,31240,36680,44780,56000,70700
29-2042,Emergency Medical Technicians,detailed,167040,0.7,20.72,43100,0.3,14.38,16.7,18.72,22.48,28.55,29910,34730,38930,46760,59390
29-2043,Paramedics,detailed,98770,1.0,27.62,57450,0.4,18.52,22.11,25.57,30.95,38.19,38520,45990,53180,64370,79430
29-2050,Health Practitioner Support Technologists and Technicians,broad,906180,0.5,21.98,45720,0.3,15.34,17.56,20.74,24.14,30.14,31910,36520,43130,50200,62690
29-2051,Dietetic Technicians,detailed,24240,2.9,18.48,38440,0.7,13.3,15.11,17.56,20.71,24.42,27670,31420,36520,43090,50790
29-2052,Pharmacy Technicians,detailed,460280,0.8,20.83,43330,0.2,15.73,17.45,19.37,22.92,27.47,32720,36290,40300,47680,57130
29-2053,Psychiatric Technicians,detailed,115940,2.0,20.99,43650,0.5,14.98,17.18,19.09,23.06,28.84,31150,35730,39700,47960,59990
29-2055,Surgical Technologists,detailed,110320,0.9,29.93,62250,0.3,19.54,24.01,29.14,34.86,39.98,40640,49940,60610,72520,83150
29-2056,Veterinary Technologists and Technicians,detailed,122000,1.1,21.18,44040,0.7,14.51,17.47,21.03,23.51,28.52,30180,36340,43740,48900,59310
29-2057,Ophthalmic Medical Technicians,detailed,73390,3.2,21.3,44290,0.6,15,17.47,20.09,23.91,28.81,31200,36330,41780,49740,59930
29-2060,Licensed Practical and Licensed Vocational Nurses,broad,630250,1.1,29.23,60790,0.3,21.96,24.35,28.72,32.28,37.44,45670,50640,59730,67140,77870
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,630250,1.1,29.23,60790,0.3,21.96,24.35,28.72,32.28,37.44,45670,50640,59730,67140,77870
29-2070,Medical Records Specialists,broad,185690,1.0,25.81,53690,0.4,16.87,19.05,23.45,29.79,37.41,35080,39620,48780,61960,77810
29-2072,Medical Records Specialists,detailed,185690,1.0,25.81,53690,0.4,16.87,19.05,23.45,29.79,37.41,35080,39620,48780,61960,77810
29-2080,"Opticians, Dispensing",broad,76770,1.5,22.86,47560,0.6,15.18,17.49,21.23,27.64,33.61,31560,36380,44170,57490,69900
29-2081,"Opticians, Dispensing",detailed,76770,1.5,22.86,47560,0.6,15.18,17.49,21.23,27.64,33.61,31560,36380,44170,57490,69900
29-2090,Miscellaneous Health Technologists and Technicians,broad,190180,0.9,26.84,55830,0.4,17.29,18.74,23.08,30.28,40.23,35960,38980,48010,62980,83680
29-2091,Orthotists and Prosthetists,detailed,8820,6.6,38.7,80500,2.1,20.2,27.46,37.55,47.19,56.37,42020,57120,78100,98160,117250
29-2092,Hearing Aid Specialists,detailed,10250,8.0,29.59,61550,3.2,16.58,20.44,28.21,36.01,41.28,34480,42520,58670,74900,85870
29-2099,"Health Technologists and Technicians, All Other",detailed,171110,1.1,26.07,54220,0.5,17.26,18.61,22.82,29.32,38.39,35890,38710,47470,60980,79860
29-9000,Other Healthcare Practitioners and Technical Occupations,minor,121640,1.2,32.84,68300,0.4,18.19,22.67,29.34,39.13,51.34,37840,47150,61020,81400,106790
29-9020,Health Information Technologists and Medical Registrars,broad,34430,1.4,33.78,70260,0.6,18.42,22.39,30.28,41.81,51.75,38310,46580,62990,86950,107650
29-9021,Health Information Technologists and Medical Registrars,detailed,34430,1.4,33.78,70260,0.6,18.42,22.39,30.28,41.81,51.75,38310,46580,62990,86950,107650
29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,87210,1.6,32.46,67520,0.6,18.08,22.77,29.05,38.28,50.93,37600,47360,60410,79610,105930
29-9091,Athletic Trainers,detailed,28480,2.1,*,61540,0.5,*,*,*,*,*,43180,49750,57930,66580,80640
29-9092,Genetic Counselors,detailed,3050,3.4,47.18,98130,1.1,34.87,40.09,46.05,51.97,63.55,72530,83380,95770,108090,132190
29-9093,Surgical Assistants,detailed,18780,6.0,31.34,65190,1.3,17.89,21.68,28.44,38.07,48.64,37210,45100,59160,79190,101180
29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,36900,1.7,34.04,70800,0.9,16.95,21.28,30.59,41.75,57.69,35250,44250,63630,86830,120000
31-0000,Healthcare Support Occupations,major,7063530,0.2,18.37,38220,0.3,12.89,15.27,17.38,20.74,23.96,26800,31760,36140,43140,49840
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,5122130,0.2,16.89,35120,0.2,12.08,14.55,16.62,18.41,21.63,25130,30270,34570,38290,44980
31-1120,Home Health and Personal Care Aides,broad,3689350,0.3,16.05,33380,0.2,11.49,14,16.12,17.57,20.41,23910,29120,33530,36550,42450
31-1120,Home Health and Personal Care Aides,detailed,3689350,0.3,16.05,33380,0.2,11.49,14,16.12,17.57,20.41,23910,29120,33530,36550,42450
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,1432790,0.4,19.04,39600,0.3,14.42,16.78,18.34,21.4,23.53,29990,34900,38140,44500,48950
31-1131,Nursing Assistants,detailed,1351760,0.4,19.04,39610,0.3,14.44,16.82,18.36,21.41,23.45,30020,34990,38200,44540,48780
31-1132,Orderlies,detailed,48710,1.7,18.48,38440,0.4,14.55,16.24,17.71,19.62,23.08,30260,33780,36830,40810,48000
31-1133,Psychiatric Aides,detailed,32310,1.4,19.71,41000,0.4,13.3,15.67,18.83,22.9,26.56,27660,32590,39160,47630,55240
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,196900,1.2,28.45,59180,0.5,14.42,18.83,29.25,35.59,40.19,30000,39160,60830,74030,83590
31-2010,Occupational Therapy Assistants and Aides,broad,50520,1.6,31.68,65880,0.6,19.65,27.2,31.47,36.87,42.14,40880,56570,65450,76680,87660
31-2011,Occupational Therapy Assistants,detailed,46090,1.8,32.78,68170,0.5,23.4,28.56,32.22,37.16,42.9,48670,59400,67010,77290,89230
31-2012,Occupational Therapy Aides,detailed,4430,7.2,20.22,42060,2.0,12.09,15.36,17.77,23.42,33.04,25150,31940,36970,48720,68720
31-2020,Physical Therapist Assistants and Aides,broad,146380,1.5,27.34,56870,0.5,14,17.29,28.24,34.95,39.8,29120,35970,58740,72700,82780
31-2021,Physical Therapist Assistants,detailed,104000,1.7,31.66,65860,0.5,20.24,27.16,30.81,36.83,42.71,42110,56490,64080,76610,88830
31-2022,Physical Therapist Aides,detailed,42390,2.4,16.74,34810,1.8,11.09,13.73,16.11,17.79,21.14,23070,28550,33520,37010,43980
31-9000,Other Healthcare Support Occupations,minor,1744490,0.4,21.6,44930,0.5,15.25,17.62,20.83,23.45,28.77,31730,36650,43330,48770,59840
31-9010,Massage Therapists,broad,92650,2.2,30.08,62560,2.3,15.5,20,26.59,36.04,46.01,32240,41600,55310,74970,95700
31-9011,Massage Therapists,detailed,92650,2.2,30.08,62560,2.3,15.5,20,26.59,36.04,46.01,32240,41600,55310,74970,95700
31-9090,Miscellaneous Healthcare Support Occupations,broad,1651840,0.5,21.13,43940,0.4,15.25,17.6,20.62,23.17,28.12,31720,36600,42880,48190,58480
31-9091,Dental Assistants,detailed,370690,1.0,22.77,47350,0.7,17.05,18.38,22.38,26.17,29.35,35470,38220,46540,54430,61060
31-9092,Medical Assistants,detailed,763040,0.6,20.84,43350,0.4,16.1,17.68,20.19,22.7,27.15,33500,36780,42000,47220,56480
31-9093,Medical Equipment Preparers,detailed,66790,0.8,22.79,47410,0.4,16.36,18.3,21.77,25.63,30.76,34020,38060,45280,53310,63980
31-9094,Medical Transcriptionists,detailed,52420,3.7,18.79,39090,0.9,13.07,15,17.82,22.01,25.42,27190,31200,37060,45780,52880
31-9095,Pharmacy Aides,detailed,43830,2.9,18.74,38980,0.7,13.25,15.5,17.41,20.47,27.31,27560,32240,36200,42580,56800
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,115770,1.1,17.94,37310,0.4,13.73,14.96,17.52,20.33,22.42,28550,31120,36440,42290,46630
31-9097,Phlebotomists,detailed,137080,1.1,20.74,43130,0.3,16.02,17.66,20.1,22.79,26.6,33310,36720,41810,47410,55330
31-9099,"Healthcare Support Workers, All Other",detailed,102230,1.1,22.6,47010,0.5,15.21,17.57,21.39,26.27,31.37,31630,36540,44490,54630,65250
33-0000,Protective Service Occupations,major,3504330,0.3,27.74,57710,0.3,14.37,17.49,22.96,34.41,48.16,29890,36370,47760,71560,100170
33-1000,Supervisors of Protective Service Workers,minor,359050,0.3,42.17,87710,0.3,21.37,28.37,39.06,52.43,66.21,44440,59010,81240,109060,137720
33-1010,First-Line Supervisors of Law Enforcement Workers,broad,190410,0.3,47.11,98000,0.3,24.96,32.45,45.1,58.13,73.01,51910,67500,93800,120910,151860
33-1011,First-Line Supervisors of Correctional Officers,detailed,52280,0.3,36.94,76840,0.2,20.48,25.91,33.91,46.09,56.13,42600,53890,70530,95870,116750
33-1012,First-Line Supervisors of Police and Detectives,detailed,138140,0.4,50.96,106000,0.3,28.89,37.38,48.92,61.76,77.27,60090,77750,101750,128460,160710
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,84120,0.8,43.63,90740,0.5,24,31.92,41.45,52.1,64.93,49910,66390,86220,108380,135050
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,84120,0.8,43.63,90740,0.5,24,31.92,41.45,52.1,64.93,49910,66390,86220,108380,135050
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,84510,0.8,29.57,61500,0.4,17.7,21.2,27.69,35.33,43.52,36820,44090,57590,73490,90520
33-1091,First-Line Supervisors of Security Workers,detailed,64900,1.0,28.64,59580,0.5,17.58,20.9,26.24,33.67,42.02,36560,43460,54580,70040,87400
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,19620,1.2,32.63,67870,0.5,18.81,24.55,31.28,38.57,46.33,39130,51070,65050,80220,96370
33-2000,Firefighting and Prevention Workers,minor,331940,0.7,29.49,61340,0.5,15.27,19.64,27.84,36.69,46.26,31770,40840,57900,76320,96210
33-2010,Firefighters,broad,315460,0.8,29.03,60390,0.5,15.19,19.34,27.46,36.21,45.06,31600,40230,57120,75320,93720
33-2011,Firefighters,detailed,315460,0.8,29.03,60390,0.5,15.19,19.34,27.46,36.21,45.06,31600,40230,57120,75320,93720
33-2020,Fire Inspectors,broad,16470,1.5,38.25,79550,0.6,20.68,25.92,34.34,47.23,61.45,43020,53910,71420,98250,127810
33-2021,Fire Inspectors and Investigators,detailed,14200,1.6,39.67,82510,0.7,22.29,27.46,35.65,48.81,65.97,46360,57110,74160,101530,137220
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2270,3.8,29.37,61090,1.3,16.83,18.87,26,36.8,44.31,35000,39250,54080,76540,92170
33-3000,Law Enforcement Workers,minor,1136430,0.3,34.8,72370,0.3,19.87,24.16,31.75,42.09,52.66,41340,50240,66030,87550,109530
33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,367320,0.3,28.27,58790,0.2,18.32,21.46,25.62,33.03,42.09,38100,44640,53290,68700,87550
33-3011,Bailiffs,detailed,15900,1.5,28.11,58460,0.7,14.2,19.4,25.5,36.31,42.15,29540,40360,53040,75520,87670
33-3012,Correctional Officers and Jailers,detailed,351420,0.3,28.27,58810,0.2,18.44,21.58,25.63,32.97,41.95,38340,44890,53300,68580,87250
33-3020,Detectives and Criminal Investigators,broad,106730,0.2,46.12,95930,0.2,24.36,31.17,43.8,55.85,74.21,50670,64830,91100,116170,154360
33-3021,Detectives and Criminal Investigators,detailed,106730,0.2,46.12,95930,0.2,24.36,31.17,43.8,55.85,74.21,50670,64830,91100,116170,154360
33-3030,Fish and Game Wardens,broad,6290,0.3,29.38,61120,0.1,15.99,23.2,29.03,35.05,41.77,33260,48250,60380,72900,86880
33-3031,Fish and Game Wardens,detailed,6290,0.3,29.38,61120,0.1,15.99,23.2,29.03,35.05,41.77,33260,48250,60380,72900,86880
33-3040,Parking Enforcement Workers,broad,7420,2.4,24.25,50430,0.6,15.51,18.28,22.52,29.03,36.27,32260,38030,46840,60370,75440
33-3041,Parking Enforcement Workers,detailed,7420,2.4,24.25,50430,0.6,15.51,18.28,22.52,29.03,36.27,32260,38030,46840,60370,75440
33-3050,Police Officers,broad,648670,0.5,36.8,76550,0.3,21.74,26.33,34.74,44.43,53.7,45210,54770,72260,92410,111690
33-3051,Police and Sheriff's Patrol Officers,detailed,646310,0.5,36.8,76550,0.3,21.73,26.33,34.75,44.43,53.7,45200,54770,72280,92410,111700
33-3052,Transit and Railroad Police,detailed,2360,2.3,37.61,78230,1.6,25.27,29.92,34.73,48.16,51.97,52550,62230,72250,100170,108090
33-9000,Other Protective Service Workers,minor,1676920,0.5,19.53,40620,0.3,13.49,15.12,17.75,21.65,27.93,28050,31440,36920,45030,58090
33-9010,Animal Control Workers,broad,11600,2.4,23.15,48150,1.1,14.82,17.32,20.75,26.2,32.66,30820,36030,43170,54490,67930
33-9011,Animal Control Workers,detailed,11600,2.4,23.15,48150,1.1,14.82,17.32,20.75,26.2,32.66,30820,36030,43170,54490,67930
33-9020,Private Detectives and Investigators,broad,34600,1.7,28.98,60270,0.9,17.34,19.29,23.82,35.98,46.44,36060,40130,49540,74830,96600
33-9021,Private Detectives and Investigators,detailed,34600,1.7,28.98,60270,0.9,17.34,19.29,23.82,35.98,46.44,36060,40130,49540,74830,96600
33-9030,Security Guards and Gambling Surveillance Officers,broad,1213610,0.3,19.45,40460,0.4,13.7,15.24,17.83,21.48,27.6,28500,31690,37090,44670,57410
33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,10660,5.2,20.41,42460,0.8,14.32,16.86,18.85,22.4,27.82,29790,35080,39210,46590,57870
33-9032,Security Guards,detailed,1202940,0.3,19.44,40440,0.4,13.7,15.22,17.82,21.46,27.6,28500,31660,37070,44630,57400
33-9090,Miscellaneous Protective Service Workers,broad,417110,1.3,18.88,39270,0.4,12.26,14.48,17.18,21.16,27.07,25500,30110,35730,44010,56310
33-9091,Crossing Guards and Flaggers,detailed,90780,2.9,19.54,40650,0.9,13.66,15.23,17.48,21.51,29.18,28400,31680,36370,44750,60690
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,123560,2.1,15.07,31340,0.4,10.94,12.57,14.6,16.97,18.82,22750,26150,30380,35300,39150
33-9093,Transportation Security Screeners,detailed,47950,1.0,24.54,51040,0.2,19.36,21.43,24.05,26.83,30.19,40270,44570,50020,55810,62800
33-9094,School Bus Monitors,detailed,72320,1.4,16.33,33970,0.4,12.75,14.2,15.93,18.21,19.75,26530,29540,33130,37890,41090
33-9099,"Protective Service Workers, All Other",detailed,82500,1.9,22.8,47420,1.5,14.87,16.68,18.93,24.78,34.13,30920,34690,39360,51540,70990
35-0000,Food Preparation and Serving Related Occupations,major,13247870,0.2,16.58,34490,0.4,10.66,13.15,15.5,17.92,22.78,22160,27350,32240,37280,47390
35-1000,Supervisors of Food Preparation and Serving Workers,minor,1348910,0.6,22.01,45780,0.4,13.99,16.84,19.69,25.78,33.29,29090,35030,40950,53630,69250
35-1010,Supervisors of Food Preparation and Serving Workers,broad,1348910,0.6,22.01,45780,0.4,13.99,16.84,19.69,25.78,33.29,29090,35030,40950,53630,69250
35-1011,Chefs and Head Cooks,detailed,172370,3.1,30.12,62640,0.9,17.33,21.92,28.33,36.34,45.14,36040,45590,58920,75590,93900
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,1176540,0.6,20.82,43310,0.4,13.86,16.58,18.52,23.41,29.96,28830,34480,38520,48680,62320
